date,year,serial,total_death_missing,cause_of_death,collapsed_cause,collapsed_region,number_children,lon,lat,random
2016-08-20,2016,2016.MMP007363,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Eastern Africa,,39.5504518,-11.6622396,0.30954053716810925
2016-08-21,2016,2016.MMP007367,3,Drowning,Drowning,Mediterranean,,26.0481232,38.3446483,0.033005749410708995
2016-08-29,2016,2016.MMP007387,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Eastern Africa,,27.6208173,-13.2495055,0.24771482634418907
2016-08-31,2016,2016.MMP007391,3,Mixed or unknown,Mixed or unknown,Mediterranean,,10.9044854,38.9607242,0.1410571274557726
2016-08-31,2016,2016.MMP007393,3,Violence,Violence,Northern Africa,,14.3336145,27.0663171,0.38068075553418246
2016-09-02,2016,2016.MMP007406,3,Mixed or unknown,Mixed or unknown,Central America,1,-77.9921936,7.514102,0.4707961810286163
2016-09-02,2016,2016.MMP007408,3,Mixed or unknown,Mixed or unknown,Mediterranean,,11.8610189,37.0930737,0.8910667781846398
2016-09-20,2016,2016.MMP007460,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.9979088,29.5001532,0.9845350568649192
2016-10-05,2016,2016.MMP007504,3,Drowning,Drowning,Mediterranean,1,12.05888,32.9557974,0.875372301927636
2016-10-10,2016,2016.MMP007518,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,29.89438,31.199,0.8594189140806077
2016-10-19,2016,2016.MMP007550,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,35.3417723,14.0316722,0.5391693284578678
2016-10-20,2016,2016.MMP007564,3,Mixed or unknown,Mixed or unknown,Northern Africa,,36.3787571,15.4558144,0.03545012820411331
2016-10-21,2016,2016.MMP007577,3,Mixed or unknown,Mixed or unknown,Mediterranean,,14.4988153,34.2533716,0.7174123182931675
2016-10-29,2016,2016.MMP007607,3,Drowning,Drowning,Mediterranean,,14.4988153,34.2533716,0.0009383779692839767
2016-11-07,2016,2016.MMP007628,3,Mixed or unknown,Mixed or unknown,Northern Africa,,28.43227,20.01051,0.7018428448764908
2016-11-14,2016,2016.MMP007641,3,Drowning,Drowning,Mediterranean,1,14.4988153,34.2533716,0.8108511385339559
2016-11-14,2016,2016.MMP007643,3,Mixed or unknown,Mixed or unknown,Eastern Africa,,36.8649179,11.9341684,0.4223479070887395
2016-11-15,2016,2016.MMP007648,3,Drowning,Drowning,South-eastern Asia,3,92.2139799,20.9649223,0.33701500703158493
2016-11-16,2016,2016.MMP007655,3,Violence,Violence,Northern Africa,,33.4611726,14.3830752,0.9949084378496087
2016-11-18,2016,2016.MMP007670,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.9762492,17.6922271,0.4835114599315933
2016-11-18,2016,2016.MMP007673,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,33.9762492,17.6922271,0.5106845687257697
2016-12-05,2016,2016.MMP007722,3,Violence,Violence,Western Asia,,36.502112,36.2253899,0.42673498497869766
2016-12-13,2016,2016.MMP007754,3,Drowning,Drowning,Mediterranean,,15.0685373,32.7279874,0.6700790657168083
2016-12-19,2016,2016.MMP007776,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,33.9762492,17.6922271,0.0029199787127833776
2016-12-19,2016,2016.MMP007789,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,32.5025561,15.5015341,0.4399571397931703
2016-12-20,2016,2016.MMP007797,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,33.9762492,17.6922271,0.8357674198005312
2016-12-21,2016,2016.MMP007805,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.5025561,15.5015341,0.32275201096711537
2016-12-25,2016,2016.MMP007818,3,Violence,Violence,Western Asia,,40.8745875,37.122331,0.4580254390607248
2016-12-29,2016,2016.MMP007822,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Europe,1,20.2208588,44.6424911,0.272317961019622
2016-12-31,2016,2016.MMP007833,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.3336145,27.0663171,0.5397304098200009
2017-01-04,2017,2017.MMP00008,3,Mixed or unknown,Mixed or unknown,Northern Africa,,19.1499472,29.9834835,0.5487318498567157
2017-01-04,2017,2017.MMP00010,3,Drowning,Drowning,Mediterranean,1,-2.9240733,35.1761423,0.836149130059926
2017-01-07,2017,2017.MMP00018,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.8359077,17.7159395,0.6021215912482081
2017-01-13,2017,2017.MMP00031,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Mediterranean,,16.6612232,33.6406863,0.42105565559982505
2017-01-13,2017,2017.MMP00036,3,Mixed or unknown,Mixed or unknown,Northern Africa,,33.8824071,17.699594,0.48120796868485693
2017-01-14,2017,2017.MMP00041,3,Drowning,Drowning,Mediterranean,,-2.9240733,35.1761423,0.5270865259365634
2017-01-16,2017,2017.MMP00057,3,Mixed or unknown,Mixed or unknown,Northern Africa,,35.3417723,14.0316722,0.9533123380982083
2017-01-16,2017,2017.MMP00058,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.7199027,24.0721322,0.3232890761628351
2017-01-18,2017,2017.MMP00068,3,Mixed or unknown,Mixed or unknown,Eastern Africa,,36.1482918,12.9529528,0.1290448211024373
2017-01-19,2017,2017.MMP00077,3,Mixed or unknown,Mixed or unknown,Northern Africa,,13.7350629,25.0270317,0.9271856991101102
2017-01-20,2017,2017.MMP00085,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Eastern Africa,,37.7745747,-10.7027877,0.2349758725142297
2017-01-27,2017,2017.MMP00111,3,Drowning,Drowning,Mediterranean,,12.4152649,32.791284,0.1795148405286524
2017-11-22,2017,2017.MMP001167,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.079226,20.829518,0.7883610950473154
2017-01-30,2017,2017.MMP00117,3,Drowning,Drowning,Mediterranean,,-2.1720646,36.7464316,0.28705991244779794
2017-11-22,2017,2017.MMP001170,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Caribbean,1,-71.3156315,19.6939138,0.7974956439307515
2017-01-31,2017,2017.MMP00123,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Northern Africa,,13.18721843,32.86875614,0.4928403092695204
2017-02-01,2017,2017.MMP00129,3,Mixed or unknown,Mixed or unknown,Northern Africa,,32.8580264,24.0940176,0.6185269461188088
2017-02-04,2017,2017.MMP00138,3,Drowning,Drowning,Mediterranean,3,13.1215797,32.8629706,0.1872043771491423
2017-02-10,2017,2017.MMP00160,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,14.8615951,26.669984,0.4629311879164839
2017-02-18,2017,2017.MMP00183,3,Mixed or unknown,Mixed or unknown,Northern Africa,,31.6681546,18.5427125,0.8679375753283374
2017-02-18,2017,2017.MMP00185,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,32.7199027,24.0721322,0.5416223256226542
2017-02-22,2017,2017.MMP00199,3,Drowning,Drowning,Western Asia,,26.2851702,40.9443915,0.9893362134023223
2017-03-08,2017,2017.MMP00233,3,Drowning,Drowning,Mediterranean,,14.266525,32.6567536,0.819381283841641
2017-03-19,2017,2017.MMP00248,3,Drowning,Drowning,Mediterranean,,12.0476696,33.010693,0.4334903926956559
2017-03-26,2017,2017.MMP00272,3,Drowning,Drowning,Western Asia,,44.2651806,36.9728852,0.35975298353179297
2017-03-29,2017,2017.MMP00276,3,Drowning,Drowning,Mediterranean,,12.4152649,32.791284,0.49902422339344077
2017-03-29,2017,2017.MMP00278,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,13.57209001,25.2024987,0.14838191043202076
2017-04-11,2017,2017.MMP00294,3,Mixed or unknown,Mixed or unknown,Mediterranean,1,-3.0364762,35.9395944,0.21824880026551874
2017-04-20,2017,2017.MMP00321,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Southern Asia,,56.6860238,29.6706007,0.22184469132396534
2017-06-15,2017,2017.MMP00489,3,Drowning,Drowning,Mediterranean,,12.9502941,32.8214694,0.8170307178227794
2017-06-30,2017,2017.MMP00492,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.4490398,27.0087129,0.26034987056260217
2017-06-17,2017,2017.MMP00502,3,Drowning,Drowning,Mediterranean,,12.530664,32.8622936,0.6731007225376673
2017-06-18,2017,2017.MMP00517,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,12.91054888,20.21933116,0.4858673969181069
2017-06-20,2017,2017.MMP00523,3,Drowning,Drowning,Mediterranean,,12.087716,32.9366507,0.3993781527134226
2017-06-26,2017,2017.MMP00547,3,Drowning,Drowning,Mediterranean,,17.2623651,31.6249141,0.24336617763474622
2017-06-30,2017,2017.MMP00581,3,Mixed or unknown,Mixed or unknown,Eastern Africa,,36.1572559,12.954462,0.7590132992663681
2017-06-30,2017,2017.MMP00591,3,Violence,Violence,Northern Africa,,12.50033387,32.80534464,0.4480968980440718
2017-07-01,2017,2017.MMP00595,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,10.1759285,24.9640371,0.3265469260770604
2017-07-01,2017,2017.MMP00596,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,20.1402594,30.214647,0.5474011377243728
2017-07-06,2017,2017.MMP00609,3,Mixed or unknown,Mixed or unknown,Western Africa,,8.97977684,13.35862793,0.09835406611691311
2017-07-07,2017,2017.MMP00612,3,Violence,Violence,Southern Asia,,61.913843,29.945985,0.6443788768063212
2017-07-11,2017,2017.MMP00629,3,Drowning,Drowning,Mediterranean,,-3.8708433,35.2873046,0.18006228781353606
2017-07-12,2017,2017.MMP00633,3,Violence,Violence,Western Asia,1,36.28472204,35.98549567,0.7007688495169935
2017-07-23,2017,2017.MMP00664,3,Mixed or unknown,Mixed or unknown,Northern Africa,,34.7879485,12.94847743,0.5863299528669124
2017-07-28,2017,2017.MMP00688,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,14.4927353,26.59081514,0.6156725698553849
2017-08-02,2017,2017.MMP00697,3,Drowning,Drowning,Central America,1,-99.48257446,27.47437123,0.375675399881892
2017-08-05,2017,2017.MMP00703,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,13.14141694,24.98837714,0.3225585893364622
2017-08-16,2017,2017.MMP00740,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,26.14429488,22.30577897,0.4230478490673122
2017-08-17,2017,2017.MMP00742,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.72344819,25.0680148,0.898095997935827
2017-08-19,2017,2017.MMP00751,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.61358491,24.64934264,0.9272262621708942
2017-08-22,2017,2017.MMP00762,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.65576172,24.95649129,0.7121903186552545
2017-08-25,2017,2017.MMP00782,3,Mixed or unknown,Mixed or unknown,Northern Africa,,34.17271413,11.91854123,0.9023485869142718
2017-08-29,2017,2017.MMP00794,3,Mixed or unknown,Mixed or unknown,Northern Africa,,14.52569428,24.88875749,0.8194123873728301
2017-09-07,2017,2017.MMP00837,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,24.242549,21.074478,0.9724695315101923
2017-09-09,2017,2017.MMP00844,3,Violence,Violence,South-eastern Asia,1,92.2164917,21.28813476,0.5166575795874995
2017-09-09,2017,2017.MMP00845,3,Mixed or unknown,Mixed or unknown,Northern Africa,,25.47334321,31.26708984,0.8163644052523342
2017-09-11,2017,2017.MMP00852,3,Drowning,Drowning,Mediterranean,,-5.38654398,35.96088265,0.47202492313315036
2017-09-11,2017,2017.MMP00858,3,Mixed or unknown,Mixed or unknown,Northern Africa,,30.66449407,24.98153687,0.13888036379465474
2017-09-15,2017,2017.MMP00875,3,Drowning,Drowning,South-eastern Asia,1,92.3418045,20.78549121,0.8311298409491992
2017-09-15,2017,2017.MMP00877,3,"Drowning,Mixed or unknown","Drowning,Mixed or unknown",Mediterranean,1,12.90569377,33.62217768,0.8127944210491826
2017-09-19,2017,2017.MMP00901,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,21.771919,23.690196,0.20253161577247836
2017-09-19,2017,2017.MMP00903,3,Mixed or unknown,Mixed or unknown,Northern Africa,,25.272599,20.334748,0.9596234226722291
2017-09-23,2017,2017.MMP00924,3,Mixed or unknown,Mixed or unknown,Northern Africa,,21.830368,24.842021,0.6495262943995566
2017-09-23,2017,2017.MMP00925,3,Drowning,Drowning,South-eastern Asia,,104.35757513,1.623398922,0.28008190644945974
2017-09-25,2017,2017.MMP00928,3,Violence,Violence,Western Asia,,44.068778,39.547074,0.10256208328225758
2017-09-26,2017,2017.MMP00936,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Southern Asia,,62.188709,28.42065,0.2377780390981048
2017-09-28,2017,2017.MMP00940,3,Mixed or unknown,Mixed or unknown,Western Africa,2,-1.11461885,10.99909468,0.315902910951561
2017-09-29,2017,2017.MMP00949,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Southern Asia,,61.328805,30.377109,0.2097514919546004
2017-10-01,2017,2017.MMP00959,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Mediterranean,1,12.47698792,33.17509258,0.2971972177682125
2017-10-01,2017,2017.MMP00961,3,Drowning,Drowning,Eastern Africa,2,45.16144873,-12.72499297,0.8220444749081228
2017-10-02,2017,2017.MMP00969,3,Sickness / lack of access to adequate healthcare,Sickness / lack of access to adequate healthcare,Western Africa,,8.0048781,16.97125808,0.39700338271270263
2017-10-07,2017,2017.MMP00976,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Western Africa,1,11.8633332,3.3842473,0.5530973070951075
2017-10-14,2017,2017.MMP00999,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,30.66449407,24.98153687,0.3731598228270303
2017-10-18,2017,2017.MMP01015,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,28.62340492,25.3125,0.10011532760193198
2017-10-19,2017,2017.MMP01019,3,Mixed or unknown,Mixed or unknown,Northern Africa,,25.84535221,19.54093192,0.852035713512856
2017-10-20,2017,2017.MMP01025,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,30.66449407,24.98153687,0.7811298627589269
2017-10-21,2017,2017.MMP01030,3,Violence,Violence,Western Africa,,7.99114519,16.97224319,0.04221136100488021
2017-10-22,2017,2017.MMP01038,3,"Harsh environmental conditions / lack of adequate shelter, food, water","Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,-0.02992861,16.25898933,0.3275682083375371
2017-10-23,2017,2017.MMP01047,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Western Africa,2,12.6392316,-8.0028892,0.126679009583184
2017-10-23,2017,2017.MMP01054,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.54617616,24.56063716,0.7014021448190626
2017-10-24,2017,2017.MMP01058,3,Mixed or unknown,Mixed or unknown,Northern Africa,,18.36527846,27.83935547,0.35264521769003454
2017-10-25,2017,2017.MMP01062,3,Vehicle accident / death linked to hazardous transport,Vehicle accident / death linked to hazardous transport,Western Africa,1,-4.19026891,14.48525531,0.8697837493234253
