date,serial,total_death_missing,cause_of_death,collapsed_region,number_children,lon,lat,random
2018-11-07,2018.MMP01451,2,Vehicle accident / death linked to hazardous transport,Western Africa,,22.884185,13.162734,0.506473416082619
2018-11-10,2018.MMP01460,2,Mixed or unknown,Mediterranean,,36.70946348,-4.221767057,0.7087573175226343
2018-11-12,2018.MMP01468,2,Violence,Southern Asia,,27.14902079,63.2915497,0.29310542177449395
2018-11-19,2018.MMP01491,2,Mixed or unknown,Northern Africa,,21.992561,23.962445,0.8096818672626693
2018-11-20,2018.MMP01496,2,Mixed or unknown,Northern Africa,,32.93631,12.047306,0.45107451727769865
2018-11-21,2018.MMP01499,2,Mixed or unknown,North America,,27.08845474,-98.22404448,0.5325049362118761
2018-11-24,2018.MMP01511,2,Mixed or unknown,Northern Africa,,23.766104,13.140142,0.930952999499143
2018-11-25,2018.MMP01513,2,Mixed or unknown,Northern Africa,,32.90977,12.093463,0.3472329738935649
2018-11-29,2018.MMP01523,2,Vehicle accident / death linked to hazardous transport,North America,,32.70505562,-116.3577617,0.022124154380464445
2018-11-30,2018.MMP01528,2,Vehicle accident / death linked to hazardous transport,South-eastern Asia,,11.788676,99.791487,0.13522732384777325
2018-11-30,2018.MMP01530,2,Vehicle accident / death linked to hazardous transport,South-eastern Asia,,11.7941667,99.8152778,0.19572563309002788
2018-12-01,2018.MMP01535,2,Mixed or unknown,Northern Africa,,31.97037405,14.02574984,0.20341906200014437
2018-12-02,2018.MMP01539,2,Drowning,Mediterranean,,36.20641,-0.440445,0.661152305300519
2018-12-05,2018.MMP01552,2,Vehicle accident / death linked to hazardous transport,Western Africa,,14.084226,-3.08248,0.5112260531985002
2018-12-05,2018.MMP01553,2,Mixed or unknown,Western Africa,,5.422953,-4.084726,0.2382526656069659
2018-12-11,2018.MMP01572,2,Drowning,Mediterranean,,35.55536,-3.233348,0.3002297421638551
2018-12-15,2018.MMP01580,2,Violence,Central America,2,32.5382967,-117.0140624,0.8161848104058056
2018-12-18,2018.MMP01585,2,Mixed or unknown,Western Africa,,20.600552,7.88177,0.9258410016353495
2018-12-18,2018.MMP01587,2,Vehicle accident / death linked to hazardous transport,Western Africa,,20.189659,12.983586,0.9925649867380373
2018-12-19,2018.MMP01599,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,21.445763,24.50866,0.7348911984649908
2018-12-19,2018.MMP01601,2,Mixed or unknown,Eastern Africa,2,41.839523,11.722628,0.5627879843044514
2018-12-20,2018.MMP01605,2,Sickness / lack of access to adequate healthcare,Western Africa,,18.993934,13.091769,0.3566452393043569
2018-12-22,2018.MMP01613,2,Mixed or unknown,Northern Africa,,12.953846,36.152215,0.040715316902430576
2018-12-23,2018.MMP01616,2,Mixed or unknown,Mediterranean,,36.17553918,-3.432980467,0.8401612336014159
2018-12-27,2018.MMP01624,2,Vehicle accident / death linked to hazardous transport,Eastern Africa,,11.2755407,49.1878994,0.4541746888599987
2018-12-31,2018.MMP01630,2,Mixed or unknown,North America,,32.6926512,-114.6276916,0.006888077026868
2019-01-04,2019.MMP00006,2,Drowning,Mediterranean,,31.211438509,16.540666943,0.927358850514707
2019-01-07,2019.MMP00011,2,Drowning,Mediterranean,,31.224587793,16.529299113,0.18495305096765313
2019-01-07,2019.MMP00012,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,24.419123,15.464603,0.8933796028331416
2019-01-08,2019.MMP00014,2,Mixed or unknown,Northern Africa,,26.981369,14.500791,0.8123477896590698
2019-01-12,2019.MMP00029,2,Mixed or unknown,Northern Africa,,25.52952,13.326404,0.6971144134747491
2019-01-15,2019.MMP00047,2,Drowning,Central America,,27.478392338,-99.479276946,0.6044531303505374
2019-01-20,2019.MMP00067,2,Drowning,Mediterranean,,32.980238101,13.179283824,0.03557331341895997
2019-01-20,2019.MMP00070,2,Sickness / lack of access to adequate healthcare,Northern Africa,,27.051908,14.444401,0.5366975737687454
2019-01-20,2019.MMP00072,2,Mixed or unknown,Northern Africa,,25.79453,13.195473,0.6937902359300765
2019-01-20,2019.MMP00073,2,Violence,Western Africa,,12.699137,-8.023181,0.6766604737236492
2019-01-21,2019.MMP00083,2,Drowning,Mediterranean,,35.398647117,-1.389655988,0.04011825829588678
2019-01-22,2019.MMP00087,2,Vehicle accident / death linked to hazardous transport,Western Africa,,12.482283,-1.505151,0.541248180050635
2019-01-22,2019.MMP00088,2,Violence,Northern Africa,,22.115985,5.405024,0.07916184795798942
2019-01-22,2019.MMP00089,2,Vehicle accident / death linked to hazardous transport,Western Africa,,10.495701,-5.645127,0.1430885467815617
2019-01-23,2019.MMP00090,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,,23.569185,23.176929,0.6589484924084084
2019-01-23,2019.MMP00091,2,Violence,Northern Africa,,23.569185,23.176929,0.23837455413002573
2019-01-24,2019.MMP00099,2,Vehicle accident / death linked to hazardous transport,Central America,1,31.6671011,-106.4267678,0.591155661225113
2019-01-24,2019.MMP00108,2,Mixed or unknown,Western Africa,2,10.667984,-14.558985,0.5309608183033063
2019-01-25,2019.MMP00110,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Northern Africa,1,22.853045,23.011175,0.28630176240603333
2019-01-30,2019.MMP00126,2,Vehicle accident / death linked to hazardous transport,Western Africa,,12.050329,-4.667837,0.8643166207193023
2019-01-31,2019.MMP00129,2,Sickness / lack of access to adequate healthcare,Western Africa,,11.349313,-5.665146,0.9290025360763849
2019-01-31,2019.MMP00130,2,Sickness / lack of access to adequate healthcare,Western Africa,,12.699137,-8.023181,0.6616184765919628
2019-02-07,2019.MMP00157,2,Sickness / lack of access to adequate healthcare,Western Africa,,21.37762,11.384345,0.4108329010949878
2019-02-08,2019.MMP00164,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,12.699137,-8.023181,0.2670677709195801
2019-02-09,2019.MMP00169,2,Mixed or unknown,Northern Africa,,25.499053,16.317201,0.8844532222612835
2019-02-10,2019.MMP00173,2,Violence,Western Asia,,36.110767147,36.380033823,0.19235488798083655
2019-02-11,2019.MMP00177,2,Sickness / lack of access to adequate healthcare,Middle Africa,,18.732206,15.454166,0.7003591835351324
2019-02-14,2019.MMP00189,2,Vehicle accident / death linked to hazardous transport,Western Africa,1,22.741991,12.592819,0.6029638455204662
2019-02-19,2019.MMP00203,2,Vehicle accident / death linked to hazardous transport,Western Africa,,12.699137,-8.023181,0.11396534173956052
2019-02-19,2019.MMP00210,2,Mixed or unknown,Northern Africa,1,26.918393,15.592092,0.6128335660120989
2019-02-21,2019.MMP00220,2,Sickness / lack of access to adequate healthcare,Northern Africa,,23.848018,21.993292,0.45141089393891765
2019-02-22,2019.MMP00223,2,Mixed or unknown,Northern Africa,,35.143072915,-2.9870143,0.4772111897766247
2019-02-24,2019.MMP00227,2,Drowning,Europe,2,45.258959762,15.406393713,0.6871509965831553
2019-02-27,2019.MMP00243,2,Vehicle accident / death linked to hazardous transport,Eastern Africa,,3.517106,39.063164,0.5301957738501264
2019-02-27,2019.MMP00244,2,Mixed or unknown,Northern Africa,,29.680834,20.418746,0.018611191979020614
2019-03-03,2019.MMP00253,2,Violence,Central America,,16.345883872,-92.595581926,0.6278361838075137
2019-03-05,2019.MMP00261,2,Mixed or unknown,Northern Africa,1,28.092584,13.817789,0.7292500942837914
2019-03-06,2019.MMP00266,2,Mixed or unknown,Western Africa,,22.741991,12.592819,0.6405351639367516
2019-03-08,2019.MMP00275,2,Drowning,Mediterranean,,32.83091436,12.781146359,0.6216823868875685
2019-03-09,2019.MMP00277,2,Sickness / lack of access to adequate healthcare,Western Africa,,14.469729,-4.160487,0.9084325081633395
2019-03-11,2019.MMP00288,2,Mixed or unknown,Western Africa,,5.684477,-0.211797,0.05757701452913655
2019-03-11,2019.MMP00292,2,Vehicle accident / death linked to hazardous transport,Eastern Africa,,10.3938218,47.7637565,0.8388633709363358
2019-03-13,2019.MMP00297,2,Vehicle accident / death linked to hazardous transport,Western Africa,,12.782551,-7.728195,0.8947869528759718
2019-03-13,2019.MMP00300,2,Vehicle accident / death linked to hazardous transport,Western Africa,,22.741991,12.592819,0.9240197559310557
2019-03-14,2019.MMP00306,2,Sickness / lack of access to adequate healthcare,Western Africa,,11.349313,-5.665146,0.47166801447820705
2019-03-16,2019.MMP00312,2,Violence,Western Africa,2,14.342818,-3.603553,0.017142121856925208
2019-03-17,2019.MMP00319,2,Vehicle accident / death linked to hazardous transport,Middle Africa,,21.524523,18.303248,0.6437530073710289
2019-03-19,2019.MMP00326,2,Mixed or unknown,Middle Africa,,0.439018,9.483392,0.14615953062519393
2019-03-19,2019.MMP00332,2,Sickness / lack of access to adequate healthcare,Northern Africa,,24.228361376,21.977284657,0.08535528471413456
2019-03-20,2019.MMP00333,2,Sickness / lack of access to adequate healthcare,Western Africa,,16.97314,7.98974,0.4174768599191232
2019-03-20,2019.MMP00334,2,Mixed or unknown,Northern Africa,,25.492777,16.534439,0.850768286177922
2019-03-20,2019.MMP00335,2,Violence,Northern Africa,,27.02249,14.44099,0.42333792117226365
2019-03-20,2019.MMP00337,2,Sickness / lack of access to adequate healthcare,Northern Africa,,32.89534,13.18105,0.7528540473557532
2019-03-21,2019.MMP00347,2,Vehicle accident / death linked to hazardous transport,Western Africa,,19.968086,13.518697,0.32752607807924083
2019-03-21,2019.MMP00348,2,Sickness / lack of access to adequate healthcare,Northern Africa,,24.363891405,14.472697249,0.21935799580687254
2019-03-22,2019.MMP00350,2,Mixed or unknown,Northern Africa,,31.76402,14.03511,0.008257257505529081
2019-03-22,2019.MMP00351,2,Mixed or unknown,Northern Africa,,31.76402,14.03511,0.13781082541433376
2019-03-22,2019.MMP00354,2,Mixed or unknown,Western Africa,,12.479276,1.521893,0.730844071199942
2019-03-23,2019.MMP00363,2,Mixed or unknown,Northern Africa,1,23.84594,21.835454,0.5445271692109694
2019-03-24,2019.MMP00369,2,Vehicle accident / death linked to hazardous transport,North America,1,27.403037242,-99.478838605,0.7074807751681613
2019-03-26,2019.MMP00380,2,Mixed or unknown,Northern Africa,,24.934383,14.633161,0.8261474029195413
2019-03-27,2019.MMP00383,2,Vehicle accident / death linked to hazardous transport,Western Africa,,11.127705,-4.316257,0.7657240555209863
2019-03-27,2019.MMP00384,2,Vehicle accident / death linked to hazardous transport,Western Africa,,10.667984,-14.558985,0.699009953849947
2019-04-03,2019.MMP00405,2,Violence,Southern Asia,,27.346667453,62.38923041,0.4315978767177773
2019-04-06,2019.MMP00411,2,Vehicle accident / death linked to hazardous transport,North America,,31.813108233,-106.799261943,0.20028741631553393
2019-04-07,2019.MMP00415,2,Drowning,Mediterranean,2,36.305288576,28.199649284,0.7153003468869801
2019-04-12,2019.MMP00436,2,Violence,Western Africa,,5.448645,-4.026206,0.4465896454495437
2019-04-14,2019.MMP00445,2,Vehicle accident / death linked to hazardous transport,Western Africa,,13.862063,-2.846229,0.8005394325917481
2019-04-14,2019.MMP00447,2,Mixed or unknown,Western Africa,,5.446192,-3.995437,0.4378923780469619
2019-04-14,2019.MMP00452,2,Vehicle accident / death linked to hazardous transport,Western Africa,,14.22495,-0.860624,0.13778156564439303
2019-04-14,2019.MMP00453,2,Violence,Western Africa,,5.430734,-4.039775,0.5670666707582444
2019-04-14,2019.MMP00456,2,Mixed or unknown,Western Africa,,5.34845,-4.024984,0.8076709374351034
2019-04-15,2019.MMP00459,2,Vehicle accident / death linked to hazardous transport,Western Africa,1,9.976867,-5.147179,0.9544173472799131
2019-04-17,2019.MMP00462,2,Mixed or unknown,North America,,26.951081889,-98.367782303,0.07841687852918167
2019-04-19,2019.MMP00476,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,10.000556754,-5.149189627,0.5498104533118622
2019-04-21,2019.MMP00480,2,Mixed or unknown,Northern Africa,2,18.448899,26.220846,0.07768060378636554
2019-04-22,2019.MMP00497,2,Drowning,Central America,1,31.55723,-106.27218,0.6808455828627225
2019-04-24,2019.MMP00517,2,Mixed or unknown,South-eastern Asia,,16.955248,96.277546,0.7897407721199641
2019-04-25,2019.MMP00526,2,Mixed or unknown,Southern Asia,1,22.271788,91.706172,0.8675158694843896
2019-04-25,2019.MMP00528,2,Vehicle accident / death linked to hazardous transport,Western Africa,2,7.985996,16.975448,0.3564522144675024
2019-04-30,2019.MMP00545,2,Mixed or unknown,Northern Africa,,31.161294,16.574304,0.11900102457299533
2019-04-30,2019.MMP00546,2,Violence,Northern Africa,2,32.457955,11.528213,0.0168953448507283
2019-04-30,2019.MMP00548,2,Mixed or unknown,Northern Africa,1,18.448899,26.220846,0.7233970409125376
2019-04-30,2019.MMP00553,2,Mixed or unknown,Northern Africa,,31.13712,29.945215,0.941051343478648
2019-05-02,2019.MMP00568,2,Violence,Western Africa,1,-0.756404,14.304578,0.6318302570486398
2019-05-03,2019.MMP00573,2,Mixed or unknown,Northern Africa,,5.518411,22.780989,0.8986254344839482
2019-05-05,2019.MMP00586,2,Mixed or unknown,Western Africa,,-1.52105,12.368721,0.6372108113871575
2019-05-08,2019.MMP00602,2,Drowning,Mediterranean,1,36.2641224,-6.0873922,0.10143816441111819
2019-05-10,2019.MMP00604,2,Violence,Western Africa,,-0.860624,14.22495,0.03846720367638712
2019-05-13,2019.MMP00619,2,Violence,Western Africa,,-0.519254,14.032179,0.23492743757163592
2019-05-13,2019.MMP00635,2,Violence,Western Africa,,-3.609872,14.348009,0.22422269550707274
2019-05-17,2019.MMP00651,2,Mixed or unknown,Northern Africa,,-1.307491,23.338396,0.8423564342716119
2019-05-22,2019.MMP00680,2,Mixed or unknown,South-eastern Asia,,5.829101,101.268351,0.604403902000364
2019-05-22,2019.MMP00681,2,Mixed or unknown,South-eastern Asia,,6.162062,100.153783,0.7780263758084542
2019-05-22,2019.MMP00682,2,Mixed or unknown,South-eastern Asia,,18.827558,98.903799,0.7687640904243662
2019-05-24,2019.MMP00689,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Southern Asia,,22.347477,91.863837,0.16892817713413688
2019-05-31,2019.MMP00700,2,Mixed or unknown,Northern Africa,,24.663612,21.384746,0.7021162810995525
2019-05-31,2019.MMP00701,2,Mixed or unknown,Northern Africa,,31.718439,14.10823,0.5029325073740818
2019-06-01,2019.MMP00724,2,Vehicle accident / death linked to hazardous transport,South-eastern Asia,,-6.950265,108.193411,0.47013337525325727
2019-06-02,2019.MMP00726,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,23.84594,21.835454,0.7621795779977922
2019-06-03,2019.MMP00740,2,Mixed or unknown,Northern Africa,,38.12072,13.30701,0.6055951969555129
2019-06-08,2019.MMP00751,2,Violence,Western Africa,,21.706642,13.773611,0.3607716847460094
2019-06-07,2019.MMP00752,2,Mixed or unknown,South-eastern Asia,,16.909762,96.556366,0.16137783771540049
2019-06-07,2019.MMP00755,2,Drowning,North America,,28.706046434,-100.51177581,0.052969683680557544
2019-06-08,2019.MMP00758,2,Violence,Western Africa,,19.968086,13.518697,0.024503488210206648
2019-06-09,2019.MMP00770,2,Violence,Western Africa,1,-0.46162,14.281303,0.3409129332158862
2019-06-12,2019.MMP00777,2,Mixed or unknown,Western Africa,,12.95902,3.5125,0.3105155323442659
2019-06-10,2019.MMP00784,2,Violence,Northern Africa,,17.690454,34.042331,0.4197825904559236
2019-06-12,2019.MMP00787,2,Drowning,North America,1,31.674166603,-106.337425829,0.9361728422126834
2019-06-14,2019.MMP00793,2,Vehicle accident / death linked to hazardous transport,Western Africa,,-7.995856,12.617282,0.10069735282250636
2019-06-13,2019.MMP00794,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,23.84594,21.835454,0.9236891815526822
2019-06-15,2019.MMP00799,2,Violence,Western Africa,,-11.444687,14.435103,0.3061006875015049
2019-06-15,2019.MMP00803,2,Mixed or unknown,Northern Africa,1,18.448899,26.220845,0.9143252084340991
2019-06-16,2019.MMP00812,2,Sickness / lack of access to adequate healthcare,Western Africa,,-5.691763,11.316677,0.09827940656170031
2019-06-17,2019.MMP00813,2,Mixed or unknown,Western Africa,,-0.185566,5.597359,0.5774198692116446
2019-06-19,2019.MMP00819,2,Vehicle accident / death linked to hazardous transport,Middle Africa,,12.091921492,15.037811041,0.539642351436765
2019-06-17,2019.MMP00827,2,Mixed or unknown,Northern Africa,,25.492777,16.534439,0.17016942313424077
2019-06-18,2019.MMP00829,2,Violence,Southern Asia,,36.048739,45.809583,0.8727621131314174
2019-06-22,2019.MMP00847,2,Sickness / lack of access to adequate healthcare,Western Africa,,-5.651178,10.483254,0.0794073236898043
2019-06-22,2019.MMP00852,2,Violence,South-eastern Asia,,6.282531,100.03153,0.0963345315740547
2019-07-02,2019.MMP00859,2,Mixed or unknown,Western Africa,,20.933613114,0.820411788,0.9209591427243886
2019-06-23,2019.MMP00862,2,Vehicle accident / death linked to hazardous transport,Northern Africa,,25.933266,25.372929,0.7204278201213095
2019-06-24,2019.MMP00866,2,Mixed or unknown,Northern Africa,1,20.293406,26.087168,0.8130721960970813
2019-06-24,2019.MMP00869,2,Drowning,Central America,1,25.898236865,-97.499201412,0.9276387212353183
2019-07-06,2019.MMP00894,2,Vehicle accident / death linked to hazardous transport,Western Africa,,-5.691763,11.316677,0.902137156663503
2019-07-03,2019.MMP00896,2,Mixed or unknown,Northern Africa,1,31.76402,14.03511,0.5818956365790902
2019-07-03,2019.MMP00897,2,Sickness / lack of access to adequate healthcare,Northern Africa,,24.499568,27.463073,0.20882662752873915
2019-07-04,2019.MMP00908,2,Mixed or unknown,Northern Africa,1,38.12072,13.30701,0.067174211670463
2019-07-06,2019.MMP00920,2,Mixed or unknown,Western Africa,,12.95902,3.5125,0.7486366794143544
2019-07-07,2019.MMP00921,2,Vehicle accident / death linked to hazardous transport,Western Africa,,23.804994,13.510365,0.05631724137228433
2019-07-07,2019.MMP00930,2,Mixed or unknown,South-eastern Asia,1,6.659811,101.430118,0.8153315926630522
2019-07-09,2019.MMP00939,2,Sickness / lack of access to adequate healthcare,Northern Africa,,24.934383,14.633161,0.6818320475653894
2019-07-09,2019.MMP00940,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Africa,,23.804994,13.510365,0.03159823474848622
